0,0.1131186844,0.1131155244,2.0000000392,0.8226872698,0.2148854776,5.90187906493808E-07,0.9999999998
0,0.5180382081,0.2246163504,2.0138072877,0.8212912235,0.2283254342,0.014765543,0.9997998559
0,0.5900423733,0.2412571829,2.0157253044,0.8213214343,0.2283282742,0.0169256283,0.9997656246
0,0.6624452676,0.2575983588,2.0174877546,0.8212698642,0.2282460573,0.0196121689,0.9997175603
0,0.7348066733,0.2730502998,2.0195056065,0.8213682337,0.2282844381,0.022678972,0.9996523133
0,0.8072247321,0.2876839366,2.0213040676,0.821398976,0.228304837,0.0258828521,0.9995742572
0,0.8799139087,0.3014750439,2.0232145328,0.8215277851,0.2283135019,0.0296268921,0.9994703353
0,0.9528384591,0.3143237098,2.025125449,0.8215488148,0.2283066363,0.0336874741,0.9993418289
0,1.0259550065,0.3262049318,2.0271020901,0.8215905382,0.2283077424,0.0383166038,0.9991750795
0,1.0990837645,0.3368210719,2.0288686076,0.8216995259,0.2283055025,0.0431262816,0.9989791867
0,1.172377426,0.3463638594,2.0310367293,0.8217979528,0.2283844668,0.0484845909,0.9987324967
0,1.2460261012,0.3544131891,2.0327482097,0.821841453,0.2283258395,0.0543057655,0.9984337202
0,1.3197953005,0.3609520142,2.0348402576,0.8219047005,0.2283370038,0.0607152305,0.9980643643
0,1.3935415316,0.3661145729,2.0368247105,0.8220510713,0.2283610409,0.0673697461,0.9976370565
0,1.4675406146,0.3693501268,2.0387538333,0.8220942896,0.2283434905,0.0748163245,0.9971065255
0,1.5414107552,0.3712496992,2.0409537253,0.8221950771,0.22844974,0.0825118525,0.9964978393
0,1.6153458642,0.3708819073,2.0429280431,0.8223077786,0.2284380451,0.0908819172,0.9957695741
0,1.6894148784,0.3680562743,2.0446959218,0.8224180086,0.2283605545,0.0999328922,0.9949030862
0,1.7632555739,0.3634410947,2.0467000413,0.8225510528,0.228368089,0.1094288694,0.993903371
0,1.8369250906,0.3564987494,2.0486792139,0.8226959544,0.2283603158,0.119478856,0.9927454975
0,1.910279487,0.3471585449,2.0506672302,0.8228473803,0.2283664883,0.1300879464,0.9914109936
0,1.9833158696,0.335323791,2.0526520158,0.822991469,0.2283615318,0.1412473497,0.989882765
0,2.0558858948,0.3208862312,2.0546426281,0.8231390716,0.2283545304,0.1529284139,0.9881455779
0,2.1278447053,0.3037130577,2.0566233298,0.8233014795,0.2283411957,0.1651221359,0.9861813488
0,2.1990714131,0.2837541656,2.058583315,0.8234747256,0.2283332601,0.1777658149,0.9839808242
0,2.2694705603,0.2609229599,2.0605549489,0.8236683913,0.2283186357,0.1908328416,0.9815303505
0,2.3388457054,0.2352835021,2.0624716621,0.8238349967,0.2283039697,0.204241075,0.9788281916
0,2.4070755042,0.2067016326,2.0643859021,0.8240209361,0.2282868164,0.2179245993,0.9758729002
0,2.4740081832,0.1751894233,2.066277994,0.8242232096,0.228267348,0.231837304,0.9726615333
0,2.5395221466,0.140820508,2.0681492374,0.8244202273,0.2282470682,0.2458666596,0.9692102364
0,2.6034677139,0.1036602833,2.0699837774,0.8246059746,0.2282257968,0.2599135973,0.9655380429
0,2.6657437706,0.0636770566,2.0717741352,0.8248148616,0.2281940189,0.2739254867,0.9616567081
0,2.7262357374,0.0210936102,2.0735274901,0.8249994157,0.2281574208,0.2877797842,0.957602083
